,availableBikes,availableDocks,latitude,longitude,station_id,statusKey,statusValue,testStation,totalDocks
0,30,8,40.76727216,-73.99392888,72,1,In Service,False,39
1,9,23,40.71911552,-74.00666661,79,1,In Service,False,33
2,1,10,40.71117416,-74.00016545,82,1,In Service,False,11
3,32,30,40.68382604,-73.97632328,83,1,In Service,False,62
4,15,4,40.69608941,-73.97803415,119,1,In Service,False,19
5,5,13,40.68676793,-73.95928168,120,1,In Service,False,19
6,25,3,40.73172428,-74.00674436,127,1,In Service,False,31
7,26,3,40.72710258,-74.00297088,128,1,In Service,False,30
8,18,5,40.69239502,-73.99337909,143,1,In Service,False,24
9,18,1,40.69839895,-73.98068914,144,1,In Service,False,19
10,7,32,40.71625008,-74.0091059,146,1,In Service,False,39
11,15,14,40.7208736,-73.98085795,150,1,In Service,False,29
12,7,24,40.722103786686034,-73.99724900722504,151,1,In Service,False,33
13,0,24,40.71473993,-74.00910627,152,3,Not In Service,False,24
14,10,13,40.69089272,-73.99612349,157,1,In Service,False,23
15,6,27,40.72917025,-73.99810231,161,1,In Service,False,35
16,2,44,40.75323098,-73.97032517,164,1,In Service,False,47
17,7,37,40.7489006,-73.97604882,167,1,In Service,False,45
18,23,23,40.73971301,-73.99456405,168,1,In Service,False,47
19,3,48,40.76068327096592,-73.9845272898674,173,1,In Service,False,51
20,3,27,40.7381765,-73.97738662,174,1,In Service,False,30
21,0,45,40.70905623,-74.01043382,195,1,In Service,False,45
22,7,20,40.74334935,-74.00681753,212,1,In Service,False,28
23,9,13,40.70037867,-73.99548059,216,1,In Service,False,23
24,16,22,40.70277159,-73.99383605,217,1,In Service,False,39
25,19,14,40.73781509,-73.99994661,223,1,In Service,False,33
26,6,49,40.7546011026,-73.971878855,228,1,In Service,False,55
27,14,9,40.72743423,-73.99379025,229,1,In Service,False,23
28,4,19,40.69597683,-73.99014892,232,1,In Service,False,23
29,30,9,40.7284186,-73.98713956,236,1,In Service,False,39
30,35,1,40.73047309,-73.98672378,237,1,In Service,False,39
31,0,31,40.7361967,-74.00859207,238,3,Not In Service,False,31
32,12,19,40.69196566,-73.9813018,239,1,In Service,False,31
33,8,13,40.68981035,-73.97493121,241,1,In Service,False,23
34,15,8,40.697787,-73.973736,242,1,In Service,False,23
35,24,6,40.688226,-73.979382,243,1,In Service,False,31
36,17,14,40.69196035,-73.96536851,244,1,In Service,False,31
37,6,17,40.69327018,-73.97703874,245,1,In Service,False,23
38,15,1,40.73535398,-74.00483091,247,1,In Service,False,20
39,3,20,40.72185379,-74.00771779,248,1,In Service,False,23
40,8,19,40.71870987,-74.0090009,249,1,In Service,False,27
41,22,3,40.72317958,-73.99480012,251,1,In Service,False,27
42,21,3,40.73226398,-73.99852205,252,1,In Service,False,24
43,10,43,40.73543934,-73.99453948,253,1,In Service,False,55
44,22,6,40.73532427,-73.99800419,254,1,In Service,False,31
45,6,32,40.71939226,-74.00247214,257,1,In Service,False,39
46,9,14,40.68940747,-73.96885458,258,1,In Service,False,23
47,4,35,40.70122128,-74.01234218,259,1,In Service,False,39
48,4,31,40.70365182,-74.01167797,260,1,In Service,False,35
49,13,14,40.69474881,-73.98362464,261,1,In Service,False,27
50,4,20,40.6917823,-73.9737299,262,1,In Service,False,24
51,7,20,40.70706456,-74.00731853,264,1,In Service,False,27
52,35,0,40.72229346,-73.99147535,265,1,In Service,False,35
53,21,3,40.72368361,-73.97574813,266,1,In Service,False,24
54,31,25,40.75097711,-73.98765428,267,1,In Service,False,57
55,3,24,40.71910537,-73.99973337,268,1,In Service,False,27
56,5,18,40.69308257,-73.97178913,270,1,In Service,False,23
57,29,2,40.68691865,-73.976682,274,1,In Service,False,31
58,7,12,40.68650065,-73.96563307,275,1,In Service,False,19
59,9,16,40.71748752,-74.0104554,276,1,In Service,False,25
60,4,15,40.69766564,-73.98476437,278,1,In Service,False,19
61,18,17,40.707873,-74.00167,279,1,In Service,False,36
62,0,4,40.73331967,-73.99510132,280,3,Not In Service,False,4
63,48,6,40.7643971,-73.97371465,281,1,In Service,False,57
64,21,6,40.707644944175705,-73.96841526031494,282,1,In Service,False,27
65,0,40,40.7390169121,-74.0026376103,284,3,Not In Service,False,40
66,7,42,40.73454567,-73.99074142,285,1,In Service,False,51
67,3,15,40.6845683,-73.95881081,289,1,In Service,False,19
68,16,1,40.713126,-73.984844,291,1,In Service,False,20
69,32,21,40.73020660529954,-73.99102628231049,293,1,In Service,False,55
70,11,13,40.71406667,-73.99293911,295,1,In Service,False,24
71,18,16,40.71413089,-73.9970468,296,1,In Service,False,35
72,13,13,40.734232,-73.986923,297,1,In Service,False,27
73,29,6,40.72217444,-73.98368779,301,1,In Service,False,37
74,6,17,40.72082834,-73.97793172,302,1,In Service,False,23
75,22,6,40.72362738,-73.99949601,303,1,In Service,False,31
