,availableBikes,availableDocks,latitude,longitude,station_id,statusKey,statusValue,testStation,totalDocks
0,11,27,40.76727216,-73.99392888,72,1,In Service,False,39
1,21,11,40.71911552,-74.00666661,79,1,In Service,False,33
2,14,12,40.71117416,-74.00016545,82,1,In Service,False,27
3,40,20,40.68382604,-73.97632328,83,1,In Service,False,62
4,19,19,40.74177603,-74.00149746,116,1,In Service,False,39
5,9,10,40.69608941,-73.97803415,119,1,In Service,False,19
6,4,13,40.68676793,-73.95928168,120,1,In Service,False,19
7,5,20,40.73172428,-74.00674436,127,1,In Service,False,31
8,14,10,40.72710258,-74.00297088,128,1,In Service,False,30
9,1,22,40.69239502,-73.99337909,143,1,In Service,False,24
10,13,4,40.69839895,-73.98068914,144,1,In Service,False,19
11,22,16,40.71625008,-74.0091059,146,1,In Service,False,39
12,29,0,40.7208736,-73.98085795,150,1,In Service,False,31
13,0,30,40.722103786686034,-73.99724900722504,151,1,In Service,False,33
14,2,27,40.71473993,-74.00910627,152,1,In Service,False,29
15,2,48,40.752062307,-73.9816324043,153,1,In Service,False,55
16,11,11,40.69089272,-73.99612349,157,1,In Service,False,23
17,26,8,40.72917025,-73.99810231,161,1,In Service,False,35
18,3,34,40.75323098,-73.97032517,164,1,In Service,False,47
19,0,44,40.7489006,-73.97604882,167,1,In Service,False,45
20,0,45,40.73971301,-73.99456405,168,1,In Service,False,47
21,0,47,40.76068327096592,-73.9845272898674,173,1,In Service,False,51
22,8,19,40.7381765,-73.97738662,174,1,In Service,False,30
23,0,44,40.70905623,-74.01043382,195,1,In Service,False,45
24,2,24,40.74334935,-74.00681753,212,1,In Service,False,28
25,12,11,40.70037867,-73.99548059,216,1,In Service,False,23
26,6,33,40.70277159,-73.99383605,217,1,In Service,False,39
27,16,12,40.73781509,-73.99994661,223,1,In Service,False,33
28,0,0,40.71146364,-74.00552427,224,3,Not In Service,False,0
29,0,54,40.7546011026,-73.971878855,228,1,In Service,False,55
30,0,20,40.72743423,-73.99379025,229,1,In Service,False,23
31,10,11,40.69597683,-73.99014892,232,1,In Service,False,23
32,38,0,40.7284186,-73.98713956,236,1,In Service,False,39
33,26,12,40.73047309,-73.98672378,237,1,In Service,False,39
34,26,0,40.7361967,-74.00859207,238,1,In Service,False,31
35,3,26,40.69196566,-73.9813018,239,1,In Service,False,31
36,8,12,40.68981035,-73.97493121,241,1,In Service,False,23
37,13,9,40.697787,-73.973736,242,1,In Service,False,23
38,25,6,40.688226,-73.979382,243,1,In Service,False,31
39,15,16,40.69196035,-73.96536851,244,1,In Service,False,31
40,8,15,40.69327018,-73.97703874,245,1,In Service,False,23
41,17,1,40.73535398,-74.00483091,247,1,In Service,False,20
42,0,23,40.72185379,-74.00771779,248,1,In Service,False,23
43,4,23,40.71870987,-74.0090009,249,1,In Service,False,27
44,14,11,40.72317958,-73.99480012,251,1,In Service,False,27
45,5,26,40.73226398,-73.99852205,252,1,In Service,False,33
46,0,51,40.73543934,-73.99453948,253,1,In Service,False,55
47,6,23,40.73532427,-73.99800419,254,1,In Service,False,31
48,13,26,40.71939226,-74.00247214,257,1,In Service,False,39
49,18,4,40.68940747,-73.96885458,258,1,In Service,False,23
50,3,33,40.70122128,-74.01234218,259,1,In Service,False,39
51,2,32,40.70365182,-74.01167797,260,1,In Service,False,35
52,23,4,40.69474881,-73.98362464,261,1,In Service,False,27
53,19,4,40.6917823,-73.9737299,262,1,In Service,False,24
54,0,24,40.70706456,-74.00731853,264,1,In Service,False,27
55,26,6,40.72229346,-73.99147535,265,1,In Service,False,35
56,18,4,40.72368361,-73.97574813,266,1,In Service,False,24
57,0,56,40.75097711,-73.98765428,267,1,In Service,False,57
58,0,27,40.71910537,-73.99973337,268,1,In Service,False,27
59,24,6,40.68691865,-73.976682,274,1,In Service,False,31
60,11,7,40.68650065,-73.96563307,275,1,In Service,False,19
61,11,13,40.71748752,-74.0104554,276,1,In Service,False,25
62,15,3,40.69766564,-73.98476437,278,1,In Service,False,19
63,2,32,40.707873,-74.00167,279,1,In Service,False,36
64,1,25,40.73331967,-73.99510132,280,1,In Service,False,31
65,0,54,40.7643971,-73.97371465,281,1,In Service,False,57
66,15,10,40.707644944175705,-73.96841526031494,282,1,In Service,False,27
67,30,9,40.7390169121,-74.0026376103,284,1,In Service,False,43
68,1,48,40.73454567,-73.99074142,285,1,In Service,False,51
69,7,12,40.6845683,-73.95881081,289,1,In Service,False,19
70,16,4,40.713126,-73.984844,291,1,In Service,False,20
71,13,34,40.73020660529954,-73.99102628231049,293,1,In Service,False,55
