,availableBikes,availableDocks,latitude,longitude,station_id,statusKey,statusValue,testStation,totalDocks
0,32,25,40.7643971,-73.97371465,281,1,In Service,False,57
1,14,19,40.70463334,-74.01361706,304,1,In Service,False,33
2,19,10,40.71427487,-73.98990025,307,1,In Service,False,30
3,6,47,40.75510267,-73.97498696,359,1,In Service,False,53
4,9,34,40.72243797,-74.00566443,377,1,In Service,False,45
5,9,30,40.7403432,-73.98955109,402,1,In Service,False,39
6,5,24,40.71754834,-74.01322069,426,1,In Service,False,29
7,1,34,40.7597108,-73.97402311,456,1,In Service,False,35
8,11,39,40.74096374,-73.98602213,491,1,In Service,False,51
9,21,28,40.76087502,-74.00277668,514,1,In Service,False,52
10,40,13,40.758996559605116,-73.96865397691727,3223,1,In Service,False,53
11,8,33,40.76132983124814,-73.97982001304626,3443,1,In Service,False,41
12,1,38,40.76727216,-73.99392888,72,1,In Service,False,39
13,22,9,40.71911552,-74.00666661,79,1,In Service,False,33
14,4,23,40.71117416,-74.00016545,82,1,In Service,False,27
15,28,32,40.68382604,-73.97632328,83,1,In Service,False,62
16,13,6,40.69608941,-73.97803415,119,1,In Service,False,19
17,1,16,40.68676793,-73.95928168,120,1,In Service,False,19
18,9,22,40.73172428,-74.00674436,127,1,In Service,False,31
19,29,1,40.72710258,-74.00297088,128,1,In Service,False,30
20,22,1,40.69239502,-73.99337909,143,1,In Service,False,24
21,16,3,40.69839895,-73.98068914,144,1,In Service,False,19
22,8,31,40.71625008,-74.0091059,146,1,In Service,False,39
23,0,29,40.7208736,-73.98085795,150,1,In Service,False,29
24,16,15,40.722103786686034,-73.99724900722504,151,1,In Service,False,33
25,0,6,40.71473993,-74.00910627,152,3,Not In Service,False,6
26,5,18,40.69089272,-73.99612349,157,1,In Service,False,23
27,0,0,40.72917025,-73.99810231,161,3,Not In Service,False,0
28,31,15,40.75323098,-73.97032517,164,1,In Service,False,47
29,3,39,40.7489006,-73.97604882,167,1,In Service,False,45
30,27,17,40.73971301,-73.99456405,168,1,In Service,False,47
31,39,10,40.76068327096592,-73.9845272898674,173,1,In Service,False,51
32,0,29,40.7381765,-73.97738662,174,1,In Service,False,30
33,22,22,40.70905623,-74.01043382,195,1,In Service,False,45
34,28,0,40.74334935,-74.00681753,212,1,In Service,False,28
35,5,18,40.70037867,-73.99548059,216,1,In Service,False,23
36,38,0,40.70277159,-73.99383605,217,1,In Service,False,39
37,0,33,40.73781509,-73.99994661,223,1,In Service,False,33
38,48,7,40.7546011026,-73.971878855,228,1,In Service,False,55
39,19,3,40.72743423,-73.99379025,229,1,In Service,False,23
40,10,13,40.69597683,-73.99014892,232,1,In Service,False,23
41,0,37,40.7284186,-73.98713956,236,1,In Service,False,39
42,0,38,40.73047309,-73.98672378,237,1,In Service,False,39
43,0,29,40.7361967,-74.00859207,238,1,In Service,False,31
44,30,0,40.69196566,-73.9813018,239,1,In Service,False,31
45,0,23,40.68981035,-73.97493121,241,1,In Service,False,23
46,23,0,40.697787,-73.973736,242,1,In Service,False,23
47,29,1,40.688226,-73.979382,243,1,In Service,False,31
48,8,22,40.69196035,-73.96536851,244,1,In Service,False,31
49,8,14,40.69327018,-73.97703874,245,1,In Service,False,23
50,0,20,40.73535398,-74.00483091,247,1,In Service,False,20
51,16,7,40.72185379,-74.00771779,248,1,In Service,False,23
52,9,16,40.71870987,-74.0090009,249,1,In Service,False,27
53,1,26,40.72317958,-73.99480012,251,1,In Service,False,27
54,1,23,40.73226398,-73.99852205,252,1,In Service,False,24
55,7,46,40.73543934,-73.99453948,253,1,In Service,False,55
56,0,31,40.73532427,-73.99800419,254,1,In Service,False,31
57,20,18,40.71939226,-74.00247214,257,1,In Service,False,39
58,1,22,40.68940747,-73.96885458,258,1,In Service,False,23
59,24,15,40.70122128,-74.01234218,259,1,In Service,False,39
60,33,1,40.70365182,-74.01167797,260,1,In Service,False,35
61,9,18,40.69474881,-73.98362464,261,1,In Service,False,27
62,1,22,40.6917823,-73.9737299,262,1,In Service,False,24
63,18,9,40.70706456,-74.00731853,264,1,In Service,False,27
64,0,35,40.72229346,-73.99147535,265,1,In Service,False,35
65,11,12,40.72368361,-73.97574813,266,1,In Service,False,24
66,7,47,40.75097711,-73.98765428,267,1,In Service,False,57
67,21,3,40.71910537,-73.99973337,268,1,In Service,False,27
68,2,21,40.69308257,-73.97178913,270,1,In Service,False,23
69,9,22,40.68691865,-73.976682,274,1,In Service,False,31
70,3,15,40.68650065,-73.96563307,275,1,In Service,False,19
71,1,24,40.71748752,-74.0104554,276,1,In Service,False,25
72,0,18,40.69766564,-73.98476437,278,1,In Service,False,19
73,7,29,40.707873,-74.00167,279,1,In Service,False,36
74,0,29,40.73331967,-73.99510132,280,1,In Service,False,30
75,1,25,40.707644944175705,-73.96841526031494,282,1,In Service,False,27
76,10,40,40.73454567,-73.99074142,285,1,In Service,False,51
77,2,17,40.6845683,-73.95881081,289,1,In Service,False,19
78,1,16,40.713126,-73.984844,291,1,In Service,False,20
79,5,49,40.73020660529954,-73.99102628231049,293,1,In Service,False,55
80,6,16,40.71406667,-73.99293911,295,1,In Service,False,24
81,6,28,40.71413089,-73.9970468,296,1,In Service,False,35
82,0,27,40.734232,-73.986923,297,1,In Service,False,27
