,availableBikes,availableDocks,latitude,longitude,station_id,statusKey,statusValue,testStation,totalDocks
0,1,27,40.7208736,-73.98085795,150,1,In Service,False,29
1,13,15,40.71427487,-73.98990025,307,1,In Service,False,30
2,25,25,40.72740794,-73.98142006,445,1,In Service,False,52
3,5,33,40.76727216,-73.99392888,72,1,In Service,False,39
4,0,31,40.71911552,-74.00666661,79,1,In Service,False,33
5,0,27,40.71117416,-74.00016545,82,1,In Service,False,27
6,21,39,40.68382604,-73.97632328,83,1,In Service,False,62
7,7,12,40.69608941,-73.97803415,119,1,In Service,False,19
8,12,7,40.68676793,-73.95928168,120,1,In Service,False,19
9,28,3,40.73172428,-74.00674436,127,1,In Service,False,31
10,0,30,40.72710258,-74.00297088,128,1,In Service,False,30
11,3,21,40.69239502,-73.99337909,143,1,In Service,False,24
12,7,12,40.69839895,-73.98068914,144,1,In Service,False,19
13,0,39,40.71625008,-74.0091059,146,1,In Service,False,39
14,0,32,40.722103786686034,-73.99724900722504,151,1,In Service,False,33
15,0,6,40.71473993,-74.00910627,152,3,Not In Service,False,6
16,5,17,40.69089272,-73.99612349,157,1,In Service,False,23
17,0,0,40.72917025,-73.99810231,161,3,Not In Service,False,0
18,0,46,40.75323098,-73.97032517,164,1,In Service,False,47
19,3,40,40.7489006,-73.97604882,167,1,In Service,False,45
20,0,44,40.73971301,-73.99456405,168,1,In Service,False,47
21,0,48,40.76068327096592,-73.9845272898674,173,1,In Service,False,51
22,3,26,40.7381765,-73.97738662,174,1,In Service,False,30
23,1,42,40.70905623,-74.01043382,195,1,In Service,False,45
24,0,28,40.74334935,-74.00681753,212,1,In Service,False,28
25,3,20,40.70037867,-73.99548059,216,1,In Service,False,23
26,25,14,40.70277159,-73.99383605,217,1,In Service,False,39
27,5,28,40.73781509,-73.99994661,223,1,In Service,False,33
28,3,52,40.7546011026,-73.971878855,228,1,In Service,False,55
29,10,13,40.72743423,-73.99379025,229,1,In Service,False,23
30,0,23,40.69597683,-73.99014892,232,1,In Service,False,23
31,31,5,40.7284186,-73.98713956,236,1,In Service,False,39
32,38,0,40.73047309,-73.98672378,237,1,In Service,False,39
33,28,1,40.7361967,-74.00859207,238,1,In Service,False,31
34,14,16,40.69196566,-73.9813018,239,1,In Service,False,31
35,16,5,40.68981035,-73.97493121,241,1,In Service,False,23
36,5,18,40.697787,-73.973736,242,1,In Service,False,23
37,25,5,40.688226,-73.979382,243,1,In Service,False,31
38,16,14,40.69196035,-73.96536851,244,1,In Service,False,31
39,12,10,40.69327018,-73.97703874,245,1,In Service,False,23
40,12,8,40.73535398,-74.00483091,247,1,In Service,False,20
41,0,23,40.72185379,-74.00771779,248,1,In Service,False,23
42,0,25,40.71870987,-74.0090009,249,1,In Service,False,27
43,4,20,40.72317958,-73.99480012,251,1,In Service,False,27
44,9,15,40.73226398,-73.99852205,252,1,In Service,False,24
45,1,53,40.73543934,-73.99453948,253,1,In Service,False,55
46,0,30,40.73532427,-73.99800419,254,1,In Service,False,31
47,0,38,40.71939226,-74.00247214,257,1,In Service,False,39
48,17,5,40.68940747,-73.96885458,258,1,In Service,False,23
49,0,39,40.70122128,-74.01234218,259,1,In Service,False,39
50,1,33,40.70365182,-74.01167797,260,1,In Service,False,35
51,14,13,40.69474881,-73.98362464,261,1,In Service,False,27
52,21,1,40.6917823,-73.9737299,262,1,In Service,False,24
53,2,24,40.70706456,-74.00731853,264,1,In Service,False,27
54,27,7,40.72229346,-73.99147535,265,1,In Service,False,35
55,22,1,40.72368361,-73.97574813,266,1,In Service,False,24
56,1,54,40.75097711,-73.98765428,267,1,In Service,False,57
57,1,24,40.71910537,-73.99973337,268,1,In Service,False,27
58,23,0,40.69308257,-73.97178913,270,1,In Service,False,23
59,13,17,40.68691865,-73.976682,274,1,In Service,False,31
60,14,4,40.68650065,-73.96563307,275,1,In Service,False,19
61,0,25,40.71748752,-74.0104554,276,1,In Service,False,25
62,17,1,40.69766564,-73.98476437,278,1,In Service,False,19
63,7,29,40.707873,-74.00167,279,1,In Service,False,36
64,4,26,40.73331967,-73.99510132,280,1,In Service,False,31
65,0,56,40.7643971,-73.97371465,281,1,In Service,False,57
66,9,16,40.707644944175705,-73.96841526031494,282,1,In Service,False,27
67,1,47,40.73454567,-73.99074142,285,1,In Service,False,51
68,10,9,40.6845683,-73.95881081,289,1,In Service,False,19
69,17,0,40.713126,-73.984844,291,1,In Service,False,20
70,13,39,40.73020660529954,-73.99102628231049,293,1,In Service,False,55
71,3,19,40.71406667,-73.99293911,295,1,In Service,False,24
72,7,28,40.71413089,-73.9970468,296,1,In Service,False,35
73,4,21,40.734232,-73.986923,297,1,In Service,False,27
74,12,23,40.68683208,-73.9796772,298,1,In Service,False,35
75,27,7,40.72217444,-73.98368779,301,1,In Service,False,37
76,21,2,40.72082834,-73.97793172,302,1,In Service,False,23
77,0,31,40.72362738,-73.99949601,303,1,In Service,False,31
78,1,32,40.70463334,-74.01361706,304,1,In Service,False,33
79,0,33,40.76095756,-73.96724467,305,1,In Service,False,33
80,0,16,40.70823502,-74.00530063,306,1,In Service,False,17
81,2,25,40.71307916,-73.99851193,308,1,In Service,False,27
82,1,40,40.7149787,-74.013012,309,1,In Service,False,41
83,18,16,40.68926942,-73.98912867,310,1,In Service,False,36
84,23,5,40.7172274,-73.98802084,311,1,In Service,False,31
85,25,5,40.722055,-73.989111,312,1,In Service,False,31
86,2,20,40.69610226,-73.96751037,313,1,In Service,False,23
87,1,37,40.69383,-73.990539,314,1,In Service,False,39
88,3,26,40.70355377,-74.00670227,315,1,In Service,False,29
89,0,37,40.70955958,-74.00653609,316,1,In Service,False,43
90,24,1,40.72453734,-73.98185424,317,1,In Service,False,27
91,0,32,40.711066,-74.009447,319,1,In Service,False,33
92,0,27,40.717571,-74.005549,320,1,In Service,False,27
93,0,27,40.69991755,-73.98971773,321,1,In Service,False,27
94,1,30,40.696192,-73.991218,322,1,In Service,False,31
95,0,2,40.69236178,-73.98631746,323,3,Not In Service,False,2
96,5,46,40.689888,-73.981013,324,1,In Service,False,51
97,1,34,40.73624527,-73.98473765,325,1,In Service,False,35
98,27,0,40.72953837,-73.98426726,326,1,In Service,False,27
99,3,34,40.7153379,-74.01658354,327,1,In Service,False,39
100,1,21,40.72405549,-74.00965965,328,1,In Service,False,23
101,2,36,40.71450451,-74.00562789,330,1,In Service,False,39
102,20,5,40.71173107,-73.99193043,331,1,In Service,False,27
103,23,0,40.71219906,-73.97948148,332,1,In Service,False,24
104,0,27,40.74238787,-73.99726235,334,1,In Service,False,31
105,0,26,40.72903917,-73.99404649,335,1,In Service,False,27
106,15,20,40.73047747,-73.99906065,336,1,In Service,False,36
107,0,36,40.7037992,-74.00838676,337,1,In Service,False,37
108,17,7,40.72580614,-73.97422494,339,1,In Service,False,24
109,26,0,40.71269042,-73.98776323,340,1,In Service,False,27
110,16,2,40.71782143,-73.97628939,341,1,In Service,False,19
111,28,0,40.71739973,-73.98016555,342,1,In Service,False,29
112,11,12,40.69794,-73.96986848,343,1,In Service,False,23
113,13,10,40.6851443,-73.95380904,344,1,In Service,False,23
114,1,32,40.73649403,-73.99704374,345,1,In Service,False,35
115,26,1,40.73652889,-74.00618026,346,1,In Service,False,27
116,1,34,40.728846,-74.008591,347,1,In Service,False,35
